#   omega [eV]     refractive_index      extinction_coeff       alpha[1/m]
9.174174     0.552722     1.568011     145800685.731485
9.189189     0.553912     1.569476     146175811.930317
9.204204     0.551482     1.571470     146600609.673281
9.219219     0.545780     1.571691     146860397.140910
9.234234     0.538547     1.568853     146833972.547540
9.249249     0.531493     1.562969     146521198.103331
9.264264     0.525849     1.554700     145982544.838021
9.279279     0.522218     1.545076     145314052.022236
9.294294     0.520534     1.534842     144585098.592292
9.309309     0.520926     1.524281     143822233.551791
9.324324     0.523814     1.514073     143089520.719257
9.339339     0.529186     1.505408     142499720.682600
9.354354     0.536168     1.499510     142169546.152778
9.369369     0.543144     1.496741     142134880.343534
9.384384     0.548942     1.496417     142331837.775997
9.399399     0.553031     1.497975     142707933.150189
9.414414     0.554498     1.500770     143202579.181144
9.429429     0.552720     1.503056     143649469.337317
9.444444     0.548690     1.502732     143847181.807028
9.459459     0.544707     1.498864     143705024.050134
